ReifeHoehe;Row;Column;BRISONr;Year;Location;Subtrial;Sorte;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Septoria;DTR;Leaf_rust;Fusarium;Sedimentation;Falling_number;Crude_protein;Kernel_number_bio;StrawYield_dt/ha;Spikes_per_ear
NA;5;54;BRISONR_138;2017;RHH;1;Bussard;HN_WF;B2;291;NA;NA;NA;NA;72.13;889.07;1802.75;42.19;44.23;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72.19;34.09
NA;4;39;BRISONR_143;2017;RHH;1;Batis;HN_WF;B1;291;NA;150;NA;87;78.96;833.68;1603.53;42.53;27.13;551.26;2;NA;NA;2;2;2;NA;NA;NA;NA;57.73;55.74
NA;5;56;BRISONR_143;2017;RHH;1;Batis;HN_WF;B2;291;NA;NA;NA;NA;81.94;1036.88;2011.07;43.42;46.27;641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76.07;34.96
NA;2;47;BRISONR_145;2017;RHH;1;Akteur;HN_WF;B1;291;NA;151;NA;85;76.04;614.08;1225.21;45.28;50.21;371.78;2;NA;NA;3;2;3;NA;NA;NA;NA;48.23;32.9
NA;2;59;BRISONR_145;2017;RHH;1;Akteur;HN_WF;B2;291;NA;NA;NA;NA;74.05;899.96;1818.13;45.61;47.89;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72.1;34.9
NA;4;38;BRISONR_150;2017;RHH;1;Diplomat;HN_WF;B1;291;NA;152;NA;86;65.88;683.43;1516.99;41.26;40.57;628.18;2;NA;NA;3;2;2;NA;NA;NA;NA;66.24;26.82
NA;4;50;BRISONR_150;2017;RHH;1;Diplomat;HN_WF;B2;291;NA;NA;NA;NA;71.68;795.74;1679.93;41.78;43.22;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69.09;34.19
NA;2;45;BRISONR_153;2017;RHH;1;Kormoran;HN_WF;B1;291;NA;151;NA;88;87.18;997.78;1898.51;43.68;43.12;743.56;3;NA;NA;3;2;3;NA;NA;NA;NA;69.27;31.12
NA;1;55;BRISONR_153;2017;RHH;1;Kormoran;HN_WF;B2;291;NA;NA;NA;NA;84.85;861.63;1669.68;40.51;47.9;615.36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.88;29.23
NA;4;43;BRISONR_158;2017;RHH;1;Carimulti;HN_WF;B1;291;NA;153;NA;96;66.03;744.84;1656.47;38.2;39.5;602.54;2;NA;NA;3;2;3;NA;NA;NA;NA;75.27;31.3
NA;4;56;BRISONR_158;2017;RHH;1;Carimulti;HN_WF;B2;291;NA;NA;NA;NA;68.33;656;1520.96;38.44;37.93;666.64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70.82;25.94
NA;5;47;BRISONR_160;2017;RHH;1;Vuka;HN_WF;B1;291;NA;153;NA;99;77.97;1085.73;2150.68;43.81;48.09;641;2;NA;NA;3;2;2;NA;NA;NA;NA;83.74;35.22
NA;4;52;BRISONR_160;2017;RHH;1;Vuka;HN_WF;B2;291;NA;NA;NA;NA;77.04;887.66;1824.8;46.3;47.36;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72.96;34.81
NA;2;40;BRISONR_162;2017;RHH;1;Apollo;HN_WF;B1;291;NA;152;NA;91;78.94;1067.14;2120.04;44.06;47.73;679.46;2;NA;NA;2;3;2;NA;NA;NA;NA;77.66;32.91
NA;1;58;BRISONR_162;2017;RHH;1;Apollo;HN_WF;B2;291;NA;NA;NA;NA;84.2;884.84;2036.97;43.83;43.74;641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79.33;31.56
NA;5;41;BRISONR_164;2017;RHH;1;Kanzler;HN_WF;B1;291;NA;151;NA;106;74.88;897.66;1841.08;41.89;44.51;525.62;3;NA;NA;3;3;4;NA;NA;NA;NA;74.3;38.37
NA;1;56;BRISONR_164;2017;RHH;1;Kanzler;HN_WF;B2;291;NA;NA;NA;NA;78.24;987.78;2006.71;39.04;43.21;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79.86;37.94
NA;5;42;BRISONR_166;2017;RHH;1;Caribo;HN_WF;B1;291;NA;152;NA;100;80.45;660.74;1700.83;44.18;37.27;641;2;NA;NA;2;2;1;NA;NA;NA;NA;75.25;27.66
NA;3;59;BRISONR_166;2017;RHH;1;Caribo;HN_WF;B2;291;NA;NA;NA;NA;79.22;1034.06;2118.12;46.39;49;743.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89.53;28.38
NA;3;41;BRISONR_167;2017;RHH;1;Spontan;HN_WF;B1;291;NA;150;NA;80;80.04;906.37;1708.01;42.23;42.67;615.36;2;NA;NA;2;3;2;NA;NA;NA;NA;63.89;34.52
NA;1;52;BRISONR_167;2017;RHH;1;Spontan;HN_WF;B2;291;NA;NA;NA;NA;85.68;885.86;1664.42;39.62;40.41;564.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.6;38.86
NA;4;47;BRISONR_169;2017;RHH;1;Ares;HN_WF;B1;291;NA;151;NA;92;83.21;1164.44;2259.27;41.86;45.57;730.74;2;NA;NA;3;2;3;NA;NA;NA;NA;85.45;34.96
NA;2;55;BRISONR_169;2017;RHH;1;Ares;HN_WF;B2;291;NA;NA;NA;NA;80.4;847.79;1588.65;41.88;46.24;474.34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.07;38.65
NA;3;42;BRISONR_188;2017;RHH;1;Cardos;HN_WF;B1;291;NA;150;NA;77;75.51;784.58;1455.2;42.13;43.37;474.34;2;NA;NA;4;3;3;NA;NA;NA;NA;51.99;38.14
NA;5;57;BRISONR_188;2017;RHH;1;Cardos;HN_WF;B2;291;NA;NA;NA;NA;73.46;870.22;1681.98;42.57;45.4;551.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62.74;34.77
NA;5;44;BRISONR_20;2017;RHH;1;Kronjuwel;HN_WF;B1;291;NA;152;NA;78;73.99;850.22;1660.96;37.5;41.17;538.44;2;NA;NA;4;2;2;NA;NA;NA;NA;61.84;38.36
NA;5;59;BRISONR_20;2017;RHH;1;Kronjuwel;HN_WF;B2;291;NA;NA;NA;NA;70.41;787.79;1553.53;38.29;34.37;576.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.63;39.73
NA;1;40;BRISONR_207;2017;RHH;1;Kontrast;HN_WF;B1;291;NA;149;NA;88;84.69;810.61;1535.2;39.67;40.3;448.7;2;NA;NA;2;3;3;NA;NA;NA;NA;55.84;44.83
NA;3;51;BRISONR_207;2017;RHH;1;Kontrast;HN_WF;B2;291;NA;NA;NA;NA;80.05;848.94;1580.07;39.92;40.85;474.34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.59;43.81
NA;3;40;BRISONR_213;2017;RHH;1;Pegassos;HN_WF;B1;291;NA;151;NA;84;84.47;817.92;1585.83;43.41;48.67;653.82;3;NA;NA;3;3;3;NA;NA;NA;NA;60.83;25.71
NA;3;57;BRISONR_213;2017;RHH;1;Pegassos;HN_WF;B2;291;NA;NA;NA;NA;83.84;1022.27;1932.36;46.04;48.65;692.28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.41;30.35
NA;4;41;BRISONR_221;2017;RHH;1;Julius;HN_WF;B1;291;NA;152;NA;85;78.57;1023.55;2007.74;42.53;42.58;769.2;2;NA;NA;3;2;3;NA;NA;NA;NA;76.23;31.25
NA;5;58;BRISONR_221;2017;RHH;1;Julius;HN_WF;B2;291;NA;NA;NA;NA;81.71;969.45;1873.39;46.8;45.66;653.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68.54;32.47
NA;5;43;BRISONR_222;2017;RHH;1;Reform;HN_WF;B1;291;NA;152;NA;76;82.63;1171.49;2181.07;41.62;44.71;743.56;3;NA;NA;3;3;2;NA;NA;NA;NA;79.48;35.24
NA;3;55;BRISONR_222;2017;RHH;1;Reform;HN_WF;B2;291;NA;NA;NA;NA;86.72;952.91;1735.83;44.86;46.37;551.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58.2;37.28
NA;2;44;BRISONR_223;2017;RHH;1;Benchmark;HN_WF;B1;291;NA;151;NA;86;84.79;1022.27;1843.64;40.29;40.87;641;3;NA;NA;3;3;3;NA;NA;NA;NA;63.06;39.02
NA;4;54;BRISONR_223;2017;RHH;1;Benchmark;HN_WF;B2;291;NA;NA;NA;NA;85.65;854.07;1564.04;39.16;39.49;525.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.72;41.15
NA;3;38;BRISONR_224;2017;RHH;1;Barranco;HN_WF;B1;291;NA;151;NA;78;80.15;1055.73;1981.33;45.33;48.58;525.62;3;NA;NA;4;3;3;NA;NA;NA;NA;72.13;41.34
NA;2;56;BRISONR_224;2017;RHH;1;Barranco;HN_WF;B2;291;NA;NA;NA;NA;81.97;1062.65;1933.26;44.62;48;499.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67.84;44.28
NA;2;46;BRISONR_225;2017;RHH;1;Nordkap;HN_WF;B1;291;NA;151;NA;81;82.42;997.65;1799.67;42.94;44.98;564.08;2;NA;NA;3;2;3;NA;NA;NA;NA;60.73;39.32
NA;3;56;BRISONR_225;2017;RHH;1;Nordkap;HN_WF;B2;291;NA;NA;NA;NA;81.81;930.35;1718.91;45.16;47.34;499.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.48;39.31
NA;4;45;BRISONR_226;2017;RHH;1;Porthus;HN_WF;B1;291;NA;150;NA;78;90.66;850.09;1607.63;37.98;34.72;628.18;2;NA;NA;3;2;3;NA;NA;NA;NA;58.46;38.98
NA;2;54;BRISONR_226;2017;RHH;1;Porthus;HN_WF;B2;291;NA;NA;NA;NA;89.53;1106.11;1913;37.23;40.56;705.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.74;38.67
NA;5;38;BRISONR_227;2017;RHH;1;Sheriff;HN_WF;B1;291;NA;152;NA;79;85.68;1075.85;1926.08;36.13;39.87;564.08;2;NA;NA;3;2;3;NA;NA;NA;NA;65.96;47.84
NA;2;51;BRISONR_227;2017;RHH;1;Sheriff;HN_WF;B2;291;NA;NA;NA;NA;84.44;1105.34;1915.05;36.72;37.42;679.46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.38;43.47
NA;3;47;BRISONR_228;2017;RHH;1;Apostel;HN_WF;B1;291;NA;150;NA;82;83.07;1146.49;2042.35;47.13;46.36;730.74;2;NA;NA;3;3;2;NA;NA;NA;NA;68.77;33.84
NA;2;50;BRISONR_228;2017;RHH;1;Apostel;HN_WF;B2;291;NA;NA;NA;NA;86.89;1012.4;1844.16;44.74;50.17;641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.96;31.48
