Row;Column;BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;HI;Spike_number;Crude_protein;Sedimentation;SPAD;Straw_N;Flag_Leaf_Weight;Flag_Leaf_N;Flag_Leaf_C
29;10;BRISONr_179;2020;KAD;HN_WF;B1;298;NA;223;265;65.00;93.51;NA;NA;22.54;0.67;542;11.80;52.30;49.40;0.33;2.15;4.38;46.64
29;11;BRISONr_34;2020;KAD;HN_WF;B1;298;NA;219;266;83.00;103.73;NA;NA;23.63;0.56;692;13.00;43.90;52.45;0.38;2.05;3.63;44.92
29;12;BRISONr_113;2020;KAD;HN_WF;B1;298;NA;214;266;77.00;99.68;NA;NA;26.2;0.62;642;12.20;49.60;52.55;0.41;1.86;3.96;43.52
29;13;BRISONr_160;2020;KAD;HN_WF;B1;298;NA;222;266;77.50;92.32;NA;NA;23.72;0.61;646;12.40;50.00;53.00;0.38;2.19;2.77;37.88
29;14;BRISONr_41;2020;KAD;HN_WF;B1;298;NA;214;266;76.00;104.97;NA;NA;22.76;0.61;633;10.80;32.10;51.95;0.43;1.78;3.44;43.48
29;15;BRISONr_40;2020;KAD;HN_WF;B1;298;NA;222;265;81.00;106.16;NA;NA;21.08;0.61;675;12.40;40.20;56.45;0.45;2.10;2.73;41.32
29;16;BRISONr_208;2020;KAD;HN_WF;B1;298;NA;223;262;92.00;101.62;NA;NA;23.73;0.59;767;13.00;38.60;47.25;0.42;1.78;3.44;43.48
29;17;BRISONr_25;2020;KAD;HN_WF;B1;298;NA;222;266;79.50;89.08;NA;NA;26.02;0.57;663;12.60;57.00;52.90;0.35;2.13;3.40;44.88
29;18;BRISONr_6;2020;KAD;HN_WF;B1;298;NA;223;265;76.00;93.78;NA;NA;22.14;0.65;633;11.60;34.00;50.20;0.38;2.10;2.73;41.32
29;19;BRISONr_138;2020;KAD;HN_WF;B1;298;NA;223;264;87.00;90.32;NA;NA;20.34;0.55;725;13.80;50.90;48.30;0.37;2.13;3.40;44.88
29;20;BRISONr_97;2020;KAD;HN_WF;B1;298;NA;221;258;85.00;93.78;NA;NA;19.93;0.60;708;12.10;35.50;52.20;0.39;1.93;3.68;44.54
29;21;BRISONr_5;2020;KAD;HN_WF;B1;298;NA;224;265;82.00;103.51;NA;NA;24.66;0.61;683;11.60;31.20;52.10;0.40;1.90;3.97;42.96
30;1;BRISONr_24;2020;KAD;HN_WF;B1;298;NA;214;264;76.00;109.73;NA;NA;20.44;0.58;633;13.10;63.50;49.00;0.38;1.90;3.75;45.13
30;2;BRISONr_184;2020;KAD;HN_WF;B1;298;NA;221;263;76.00;70.81;NA;NA;23.52;0.53;633;12.80;53.90;47.55;0.39;1.90;3.97;42.96
30;3;BRISONr_210;2020;KAD;HN_WF;B1;298;NA;222;265;61.00;71.24;NA;NA;25.42;0.56;508;13.20;56.10;50.75;0.34;1.90;3.75;45.13
30;4;BRISONr_145;2020;KAD;HN_WF;B1;298;NA;226;259;89.00;104.49;NA;NA;24.27;0.59;742;13.80;57.60;50.20;0.37;1.82;4.73;45.98
30;5;BRISONr_127;2020;KAD;HN_WF;B1;298;NA;223;266;92.00;96.16;NA;NA;20.2;0.53;767;12.60;40.60;49.40;0.43;1.94;3.18;44.10
30;6;BRISONr_77;2020;KAD;HN_WF;B1;298;NA;224;265;90.00;96.70;NA;NA;25.74;0.53;750;12.20;35.40;52.25;0.37;1.82;4.73;45.98
30;7;BRISONr_103;2020;KAD;HN_WF;B1;298;NA;223;263;91.00;96.27;NA;NA;24.9;0.55;758;12.20;38.60;54.40;0.37;1.89;4.41;45.27
30;8;BRISONr_69;2020;KAD;HN_WF;B1;298;NA;224;264;85.50;95.19;NA;NA;24.99;0.50;713;12.50;56.40;53.90;0.37;1.94;3.18;44.10
30;9;BRISONr_206;2020;KAD;HN_WF;B1;298;NA;224;259;81.00;41.89;NA;NA;26.44;0.58;675;13.00;48.00;45.40;0.40;1.89;4.41;45.27
30;10;BRISONr_182;2020;KAD;HN_WF;B1;298;NA;229;263;79.00;94.11;NA;NA;22.21;0.65;658;13.00;50.40;56.05;0.39;2.06;6.20;64.21
30;11;BRISONr_11;2020;KAD;HN_WF;B1;298;NA;224;266;79.50;113.51;NA;NA;23.01;0.62;663;10.70;23.10;54.50;0.38;1.98;3.16;45.08
30;12;BRISONr_85;2020;KAD;HN_WF;B1;298;NA;221;268;74.50;98.22;NA;NA;23.18;0.59;621;11.60;35.80;49.85;0.40;2.06;6.20;64.21
30;13;BRISONr_169;2020;KAD;HN_WF;B1;298;NA;227;266;80.00;91.24;NA;NA;23.6;0.63;667;12.20;30.10;54.10;0.37;2.18;4.02;45.56
30;14;BRISONr_98;2020;KAD;HN_WF;B1;298;NA;224;265;86.50;92.97;NA;NA;24.08;0.54;721;12.40;48.60;56.20;0.43;2.18;4.02;45.56
30;15;BRISONr_225;2020;KAD;HN_WF;B1;298;NA;224;267;82.50;97.89;NA;NA;20.84;0.62;688;11.90;38.90;51.15;0.41;1.98;3.16;45.08
30;16;BRISONr_46;2020;KAD;HN_WF;B1;298;NA;223;266;73.50;102.27;NA;NA;24.9;0.64;613;11.70;32.40;48.70;0.41;1.81;3.94;46.19
30;17;BRISONr_200;2020;KAD;HN_WF;B1;298;NA;224;264;78.50;99.89;NA;NA;21.54;0.59;654;12.40;36.70;45.30;0.44;1.92;3.18;44.91
30;18;BRISONr_89;2020;KAD;HN_WF;B1;298;NA;222;264;87.00;106.32;NA;NA;20.9;0.62;725;12.00;34.30;50.30;0.37;2.17;3.65;44.11
30;19;BRISONr_159;2020;KAD;HN_WF;B1;298;NA;224;265;88.00;89.68;NA;NA;24.39;0.56;733;12.80;44.20;48.55;0.36;2.12;3.94;43.38
30;20;BRISONr_55;2020;KAD;HN_WF;B1;298;NA;220;266;80.00;100.43;NA;NA;23.76;0.57;667;12.10;48.10;53.30;0.35;2.17;3.65;44.11
30;21;BRISONr_101;2020;KAD;HN_WF;B1;298;NA;223;266;81.00;100.49;NA;NA;23.21;0.62;675;12.40;38.10;50.25;0.42;1.85;2.86;43.24
31;3;BRISONr_178;2020;KAD;HN_WF;B1;298;NA;223;261;71.00;92.65;NA;NA;24.79;0.62;592;14.70;60.80;49.60;0.36;2.12;3.94;43.38
31;4;BRISONr_135;2020;KAD;HN_WF;B1;298;NA;212;261;85.50;96.11;NA;NA;24.67;0.47;713;12.20;51.50;52.55;0.41;1.85;2.86;43.24
31;5;BRISONr_61;2020;KAD;HN_WF;B1;298;NA;221;261;87.50;109.73;NA;NA;23.01;0.53;729;11.80;27.10;50.15;0.38;2.06;3.80;44.33
31;6;BRISONr_36;2020;KAD;HN_WF;B1;298;NA;213;267;89.50;98.32;NA;NA;21.86;0.55;746;11.90;37.00;55.30;0.35;2.13;4.01;43.24
31;7;BRISONr_99;2020;KAD;HN_WF;B1;298;NA;222;263;91.50;96.70;NA;NA;24.58;0.57;763;12.70;50.20;54.15;0.37;2.06;3.80;44.33
31;8;BRISONr_43;2020;KAD;HN_WF;B1;298;NA;222;263;75.50;79.35;NA;NA;23.53;0.59;629;12.20;58.90;51.85;0.42;1.77;3.49;43.59
31;9;BRISONr_62;2020;KAD;HN_WF;B1;298;NA;224;266;91.50;109.19;NA;NA;23.93;0.56;763;11.90;44.20;50.30;0.40;2.13;4.01;43.24
31;10;BRISONr_74;2020;KAD;HN_WF;B1;298;NA;223;266;80.00;107.14;NA;NA;22.62;0.58;667;13.80;52.50;51.95;0.41;1.77;3.49;43.59
31;11;BRISONr_122;2020;KAD;HN_WF;B1;298;NA;223;263;79.00;100.76;NA;NA;21.46;0.62;658;11.60;25.70;53.10;0.39;2.13;4.07;45.62
31;12;BRISONr_93;2020;KAD;HN_WF;B1;298;NA;226;263;84.50;104.38;NA;NA;26.07;0.59;704;12.90;45.50;46.80;0.40;2.13;4.07;45.62
31;13;BRISONr_141;2020;KAD;HN_WF;B1;298;NA;224;266;97.00;101.68;NA;NA;26.27;0.59;808;12.00;33.30;49.70;0.39;2.13;4.07;45.62
31;14;BRISONr_86;2020;KAD;HN_WF;B1;298;NA;221;263;93.50;115.78;NA;NA;21.32;0.59;779;12.50;57.90;53.55;0.40;2.18;3.75;44.98
31;15;BRISONr_124;2020;KAD;HN_WF;B1;298;NA;225;264;85.00;96.97;NA;NA;22.52;0.60;708;12.60;56.40;49.40;0.41;2.18;4.49;46.28
31;16;BRISONr_150;2020;KAD;HN_WF;B1;298;NA;212;264;86.00;93.62;NA;NA;21.55;0.56;717;11.60;27.40;49.35;0.41;2.18;3.71;44.91
31;17;BRISONr_109;2020;KAD;HN_WF;B1;298;NA;225;265;81.50;98.32;NA;NA;24.41;0.61;679;13.30;59.90;53.95;0.44;2.18;4.49;46.28
31;18;BRISONr_228;2020;KAD;HN_WF;B1;298;NA;226;264;81.50;101.14;NA;NA;23.92;0.62;679;13.10;46.70;52.75;0.37;2.18;3.71;44.91
31;19;BRISONr_161;2020;KAD;HN_WF;B1;298;NA;224;264;89.00;88.54;NA;NA;22.04;0.55;742;11.90;44.00;48.60;0.42;2.18;3.71;44.91
31;20;BRISONr_53;2020;KAD;HN_WF;B1;298;NA;224;263;76.00;99.95;NA;NA;23.08;0.59;633;13.70;53.00;53.90;0.38;2.18;3.75;44.98
31;21;BRISONr_106;2020;KAD;HN_WF;B1;298;NA;223;264;85.00;105.24;NA;NA;22.71;0.61;708;13.10;53.80;51.35;0.39;1.94;3.46;43.31
32;4;BRISONr_151;2020;KAD;HN_WF;B1;298;NA;222;264;90.50;101.41;NA;NA;21.96;0.53;754;11.90;31.80;54.80;0.41;1.84;3.24;43.93
32;5;BRISONr_139;2020;KAD;HN_WF;B1;298;NA;216;266;100.50;102.22;NA;NA;23.67;0.53;838;12.40;39.00;49.05;0.39;1.94;3.46;43.31
32;6;BRISONr_147;2020;KAD;HN_WF;B1;298;NA;224;260;103.00;98.49;NA;NA;25.57;0.53;858;11.70;43.30;46.10;0.43;2.00;3.14;46.41
32;7;BRISONr_166;2020;KAD;HN_WF;B1;298;NA;226;262;115.00;97.62;NA;NA;23.74;0.50;958;12.20;58.60;47.15;0.38;2.09;6.53;84.15
32;8;BRISONr_9;2020;KAD;HN_WF;B1;298;NA;223;264;76.50;83.19;NA;NA;20.12;0.51;638;14.70;73.10;51.45;0.38;1.96;4.66;46.77
32;9;BRISONr_48;2020;KAD;HN_WF;B1;298;NA;224;264;88.50;103.46;NA;NA;23.66;0.53;738;11.50;28.30;51.10;0.38;1.92;-0.02;0.01
32;10;BRISONr_30;2020;KAD;HN_WF;B1;298;NA;221;266;80.50;102.22;NA;NA;23.08;0.60;671;11.80;53.60;49.25;0.38;1.96;4.66;46.77
32;11;BRISONr_211;2020;KAD;HN_WF;B1;298;NA;221;266;93.50;76.54;NA;NA;26.5;0.52;779;14.30;54.30;46.75;0.38;1.73;3.41;42.92
32;12;BRISONr_165;2020;KAD;HN_WF;B1;298;NA;220;263;90.50;92.65;NA;NA;23.86;0.56;754;12.20;40.40;46.95;0.37;1.92;3.07;44.92
32;13;BRISONr_110;2020;KAD;HN_WF;B1;298;NA;222;263;92.00;91.51;NA;NA;23.39;0.53;767;11.50;33.30;50.55;0.38;1.92;3.07;44.92
32;14;BRISONr_79;2020;KAD;HN_WF;B1;298;NA;223;263;86.50;97.62;NA;NA;22.92;0.55;721;12.50;42.30;50.75;0.41;1.73;3.41;42.92
32;15;BRISONr_146;2020;KAD;HN_WF;B1;298;NA;221;264;108.00;97.73;NA;NA;22.32;0.59;900;12.90;47.00;38.60;0.43;1.98;3.71;45.61
32;16;BRISONr_118;2020;KAD;HN_WF;B1;298;NA;223;263;82.50;105.30;NA;NA;22.17;0.62;688;12.10;40.50;56.20;0.42;1.73;3.41;42.92
32;17;BRISONr_7;2020;KAD;HN_WF;B1;298;NA;224;264;76.50;104.86;NA;NA;27.61;0.61;638;11.90;44.10;51.15;0.39;1.98;3.71;45.61
32;18;BRISONr_186;2020;KAD;HN_WF;B1;298;NA;225;266;68.50;103.62;NA;NA;21.52;0.67;571;11.20;32.40;47.45;0.40;1.80;3.79;44.16
32;19;BRISONr_121;2020;KAD;HN_WF;B1;298;NA;224;265;93.50;95.78;NA;NA;22.43;0.53;779;12.00;32.00;50.20;0.41;1.76;2.81;43.97
32;20;BRISONr_192;2020;KAD;HN_WF;B1;298;NA;224;267;82.00;87.73;NA;NA;23.55;0.54;683;11.30;21.90;45.00;0.41;1.76;2.81;43.97
32;21;BRISONr_65;2020;KAD;HN_WF;B1;298;NA;223;264;82.00;106.22;NA;NA;21.91;0.60;683;11.80;40.90;49.95;0.38;1.80;3.79;44.16
33;6;BRISONr_157;2020;KAD;HN_WF;B1;298;NA;221;266;98.00;96.86;NA;NA;22.76;0.49;817;10.80;32.10;47.55;0.39;1.80;2.55;43.49
33;7;BRISONr_47;2020;KAD;HN_WF;B1;298;NA;230;261;85.50;110.27;NA;NA;21.08;0.57;713;12.40;40.20;51.95;0.36;2.00;3.53;44.42
33;8;BRISONr_175;2020;KAD;HN_WF;B1;298;NA;214;264;109.00;88.97;NA;NA;23.73;0.43;908;13.00;38.60;47.95;0.42;1.81;3.98;46.31
33;9;BRISONr_66;2020;KAD;HN_WF;B1;298;NA;227;263;88.00;119.14;NA;NA;26.02;0.58;733;12.60;57.00;51.80;0.39;1.81;4.26;45.58
33;10;BRISONr_17;2020;KAD;HN_WF;B1;298;NA;222;261;83.00;105.41;NA;NA;22.14;0.56;692;11.60;34.00;46.35;0.35;1.75;3.57;42.78
33;11;BRISONr_164;2020;KAD;HN_WF;B1;298;NA;221;264;89.50;100.16;NA;NA;20.34;0.58;746;13.80;50.90;52.90;0.36;1.81;3.98;46.31
33;12;BRISONr_153;2020;KAD;HN_WF;B1;298;NA;217;265;92.50;91.08;NA;NA;19.93;0.57;771;12.10;35.50;51.80;0.34;1.81;4.26;45.58
33;13;BRISONr_32;2020;KAD;HN_WF;B1;298;NA;224;265;78.00;108.22;NA;NA;24.66;0.56;650;11.60;31.20;53.40;0.45;1.75;3.57;42.78
33;14;BRISONr_64;2020;KAD;HN_WF;B1;298;NA;214;266;85.00;102.92;NA;NA;20.44;0.53;708;13.10;63.50;55.70;0.31;1.81;4.26;45.58
33;15;BRISONr_82;2020;KAD;HN_WF;B1;298;NA;224;262;83.50;103.30;NA;NA;23.52;0.62;696;12.80;53.90;47.40;0.37;2.00;3.53;44.42
33;16;BRISONr_167;2020;KAD;HN_WF;B1;298;NA;224;263;105.50;87.35;NA;NA;25.42;0.50;879;13.20;56.10;55.25;0.38;1.79;4.05;46.53
33;17;BRISONr_181;2020;KAD;HN_WF;B1;298;NA;223;264;84.50;96.81;NA;NA;24.27;0.60;704;13.80;57.60;45.10;0.35;2.00;3.53;44.42
33;18;BRISONr_191;2020;KAD;HN_WF;B1;298;NA;223;262;75.50;97.62;NA;NA;20.2;0.68;629;12.60;40.60;41.90;0.39;1.79;4.05;46.53
33;19;BRISONr_221;2020;KAD;HN_WF;B1;298;NA;224;267;86.50;100.05;NA;NA;24.66;0.57;721;12.20;35.40;44.80;0.39;1.98;3.00;43.58
33;20;BRISONr_155;2020;KAD;HN_WF;B1;298;NA;223;265;90.00;94.59;NA;NA;20.44;0.55;750;12.20;38.60;46.85;0.35;1.99;-0.02;-0.08
33;21;BRISONr_52;2020;KAD;HN_WF;B1;298;NA;224;264;80.50;109.95;NA;NA;23.52;0.66;671;12.50;56.40;53.00;0.34;1.98;3.00;43.58
1;22;BRISONr_186;2020;KAD;HN_WF;B2;298;NA;225;266;75.50;87.95;NA;NA;27.45;0.68;721;13.00;48.00;0.00;0.36;1.98;3.56;44.68
1;23;BRISONr_225;2020;KAD;HN_WF;B2;298;NA;225;262;71.00;82.16;NA;NA;26.03;0.66;592;13.00;50.40;49.20;0.36;1.83;8.10;93.92
1;24;BRISONr_128;2020;KAD;HN_WF;B2;298;NA;228;265;76.50;85.14;NA;NA;26.23;0.62;638;10.70;23.10;50.80;0.35;1.83;3.97;45.02
1;25;BRISONr_228;2020;KAD;HN_WF;B2;298;NA;225;265;72.00;79.51;NA;NA;27.05;0.66;600;11.60;35.80;45.05;0.36;2.09;3.56;43.67
1;26;BRISONr_35;2020;KAD;HN_WF;B2;298;NA;221;264;70.00;83.78;NA;NA;22.75;0.68;583;12.20;30.10;52.40;0.40;1.84;4.02;45.80
1;27;BRISONr_70;2020;KAD;HN_WF;B2;298;NA;215;265;71.50;75.41;NA;NA;23.47;0.65;596;12.40;48.60;53.45;0.38;1.84;4.02;45.80
1;28;BRISONr_58;2020;KAD;HN_WF;B2;298;NA;224;265;75.50;90.97;NA;NA;23.69;0.64;629;11.90;38.90;51.50;0.37;2.09;3.56;43.67
1;29;BRISONr_162;2020;KAD;HN_WF;B2;298;NA;216;266;89.50;87.95;NA;NA;23.49;0.61;746;11.70;32.40;49.75;0.36;1.89;4.90;46.72
1;30;BRISONr_51;2020;KAD;HN_WF;B2;298;NA;224;267;78.50;94.22;NA;NA;24.08;0.59;654;12.40;36.70;53.80;0.38;2.18;3.04;44.19
1;31;BRISONr_212;2020;KAD;HN_WF;B2;298;NA;225;265;79.00;75.89;NA;NA;21.25;0.62;658;12.00;34.30;53.70;0.40;1.80;7.83;95.71
1;32;BRISONr_119;2020;KAD;HN_WF;B2;298;NA;214;266;81.00;83.35;NA;NA;25.06;0.62;675;12.80;44.20;50.15;0.35;2.18;3.04;44.19
1;33;BRISONr_23;2020;KAD;HN_WF;B2;298;NA;225;266;74.00;100.65;NA;NA;22.72;0.65;617;12.10;48.10;55.45;0.34;1.89;4.90;46.72
1;34;BRISONr_50;2020;KAD;HN_WF;B2;298;NA;224;265;75.00;95.57;NA;NA;20.88;0.59;625;12.40;38.10;49.90;0.38;1.85;3.37;45.01
1;35;BRISONr_117;2020;KAD;HN_WF;B2;298;NA;225;264;81.00;92.81;NA;NA;24.1;0.62;675;12.80;63.10;45.55;0.37;2.07;3.53;24.49
1;36;BRISONr_202;2020;KAD;HN_WF;B2;298;NA;224;266;70.50;93.41;NA;NA;24.36;0.63;588;11.80;41.10;49.05;0.40;1.77;5.16;46.82
1;37;BRISONr_87;2020;KAD;HN_WF;B2;298;NA;223;266;81.00;93.30;NA;NA;22.66;0.62;675;14.70;60.80;49.00;0.33;1.77;5.16;46.82
1;38;BRISONr_30;2020;KAD;HN_WF;B2;298;NA;224;266;71.50;95.41;NA;NA;28.19;0.64;596;12.20;51.50;47.40;0.40;1.97;4.10;45.40
1;39;BRISONr_190;2020;KAD;HN_WF;B2;298;NA;219;265;75.00;69.35;NA;NA;25.14;0.61;625;11.80;27.10;48.70;0.39;1.98;3.76;45.83
1;40;BRISONr_93;2020;KAD;HN_WF;B2;298;NA;217;266;80.00;90.92;NA;NA;25.83;0.61;667;11.90;37.00;49.70;0.36;1.97;4.10;45.40
1;41;BRISONr_13;2020;KAD;HN_WF;B2;298;NA;221;264;72.50;98.70;NA;NA;24.75;0.66;604;12.70;50.20;45.90;0.38;1.98;3.76;45.83
1;42;BRISONr_182;2020;KAD;HN_WF;B2;298;NA;226;266;71.50;91.62;NA;NA;22.44;0.64;596;12.20;58.90;46.40;0.44;2.00;3.96;46.80
2;22;BRISONr_104;2020;KAD;HN_WF;B2;298;NA;225;264;71.50;99.19;NA;NA;21.67;0.64;604;11.90;44.20;0.00;0.43;2.00;3.96;46.80
2;23;BRISONr_32;2020;KAD;HN_WF;B2;298;NA;215;263;70.00;90.59;NA;NA;24.3;0.60;583;13.80;52.50;55.80;0.35;2.02;3.75;44.98
2;24;BRISONr_176;2020;KAD;HN_WF;B2;298;NA;220;263;78.50;68.81;NA;NA;23.74;0.57;654;11.60;25.70;42.15;0.40;2.09;3.53;44.78
2;25;BRISONr_100;2020;KAD;HN_WF;B2;298;NA;224;262;65.50;85.89;NA;NA;24.79;0.67;546;12.90;45.50;50.85;0.34;2.09;3.53;44.78
2;26;BRISONr_191;2020;KAD;HN_WF;B2;298;NA;223;263;67.50;83.89;NA;NA;23.17;0.69;563;12.00;33.30;44.65;0.38;2.09;3.53;44.78
2;27;BRISONr_102;2020;KAD;HN_WF;B2;298;NA;216;263;78.50;84.22;NA;NA;23.4;0.63;654;12.50;57.90;45.10;0.39;2.02;3.75;44.98
2;28;BRISONr_24;2020;KAD;HN_WF;B2;298;NA;223;266;67.50;93.46;NA;NA;25.91;0.68;563;12.60;56.40;49.60;0.42;2.10;3.07;44.70
2;29;BRISONr_149;2020;KAD;HN_WF;B2;298;NA;226;264;82.50;91.30;NA;NA;26;0.63;688;11.60;27.40;54.60;0.34;2.05;3.34;43.97
2;30;BRISONr_56;2020;KAD;HN_WF;B2;298;NA;225;265;75.00;104.22;NA;NA;21.2;0.61;625;13.30;59.90;50.50;0.30;1.78;4.11;46.62
2;31;BRISONr_54;2020;KAD;HN_WF;B2;298;NA;215;265;76.50;104.97;NA;NA;22.52;0.66;638;13.10;46.70;52.65;0.40;1.26;7.27;71.58
2;32;BRISONr_92;2020;KAD;HN_WF;B2;298;NA;220;265;81.00;95.41;NA;NA;22.62;0.62;675;11.90;44.00;48.30;0.36;1.78;4.11;46.62
2;33;BRISONr_164;2020;KAD;HN_WF;B2;298;NA;221;266;81.50;91.78;NA;NA;25;0.60;679;13.70;53.00;52.30;0.39;1.26;7.27;71.58
2;34;BRISONr_227;2020;KAD;HN_WF;B2;298;NA;224;265;73.50;101.84;NA;NA;26.02;0.63;613;13.10;53.80;48.40;0.37;1.78;4.11;46.62
2;35;BRISONr_82;2020;KAD;HN_WF;B2;298;NA;221;265;73.50;95.78;NA;NA;21.96;0.61;613;12.30;41.00;48.80;0.36;2.17;3.28;45.22
2;36;BRISONr_171;2020;KAD;HN_WF;B2;298;NA;223;264;103.00;78.27;NA;NA;23.27;0.54;858;13.30;55.90;46.10;0.41;1.86;2.98;47.34
2;37;BRISONr_211;2020;KAD;HN_WF;B2;298;NA;223;263;83.00;76.49;NA;NA;24.58;0.57;692;12.70;62.90;38.80;0.44;1.86;2.98;47.34
2;38;BRISONr_68;2020;KAD;HN_WF;B2;298;NA;224;264;80.50;92.22;NA;NA;22;0.61;671;11.90;31.80;50.35;0.36;1.79;3.68;44.54
2;39;BRISONr_132;2020;KAD;HN_WF;B2;298;NA;224;264;79.50;88.54;NA;NA;23.18;0.60;663;12.40;39.00;48.95;0.39;1.79;3.27;44.50
2;40;BRISONr_97;2020;KAD;HN_WF;B2;298;NA;221;267;72.00;93.24;NA;NA;22.76;0.60;600;11.70;43.30;54.55;0.40;1.79;3.68;44.54
2;41;BRISONr_95;2020;KAD;HN_WF;B2;298;NA;215;267;77.00;96.38;NA;NA;22.28;0.62;642;12.20;58.60;51.65;0.42;1.79;3.27;44.50
2;42;BRISONr_37;2020;KAD;HN_WF;B2;298;NA;224;266;78.00;91.24;NA;NA;23.81;0.58;650;14.70;73.10;49.40;0.43;1.79;3.27;44.50
3;22;BRISONr_3;2020;KAD;HN_WF;B2;298;NA;222;263;61.00;75.84;NA;NA;26.37;0.66;508;11.50;28.30;55.40;0.35;1.80;3.86;43.88
3;23;BRISONr_207;2020;KAD;HN_WF;B2;298;NA;212;264;69.00;78.38;NA;NA;23.62;0.64;575;11.80;53.60;51.25;0.36;1.80;3.86;43.88
3;24;BRISONr_107;2020;KAD;HN_WF;B2;298;NA;224;264;72.00;78.49;NA;NA;20.63;0.66;600;14.30;54.30;52.20;0.34;2.11;1.53;19.07
3;25;BRISONr_126;2020;KAD;HN_WF;B2;298;NA;229;264;65.00;71.19;NA;NA;24.29;0.63;542;12.20;40.40;47.35;0.37;1.79;4.55;46.37
3;26;BRISONr_76;2020;KAD;HN_WF;B2;298;NA;224;265;83.50;67.08;NA;NA;23.48;0.56;696;11.50;33.30;42.50;0.36;1.79;4.55;46.37
3;27;BRISONr_80;2020;KAD;HN_WF;B2;298;NA;224;262;85.00;86.70;NA;NA;27.26;0.64;708;12.50;42.30;42.95;0.36;2.94;2.88;32.59
3;28;BRISONr_88;2020;KAD;HN_WF;B2;298;NA;225;261;77.50;90.32;NA;NA;23.88;0.62;646;12.90;47.00;48.20;0.35;1.77;3.90;44.85
3;29;BRISONr_21;2020;KAD;HN_WF;B2;298;NA;226;260;74.50;96.05;NA;NA;23.6;0.62;621;12.10;40.50;48.60;0.37;2.94;2.88;32.59
3;30;BRISONr_26;2020;KAD;HN_WF;B2;298;NA;221;265;78.50;99.41;NA;NA;22.66;0.63;654;11.90;44.10;52.40;0.35;1.77;3.90;44.85
3;31;BRISONr_44;2020;KAD;HN_WF;B2;298;NA;217;266;76.00;98.22;NA;NA;22.47;0.64;633;11.20;32.40;47.60;0.39;2.94;2.88;32.59
3;32;BRISONr_197;2020;KAD;HN_WF;B2;298;NA;218;266;58.50;51.41;NA;NA;22.6;0.62;488;12.00;32.00;47.30;0.36;2.09;4.39;46.88
3;33;BRISONr_116;2020;KAD;HN_WF;B2;298;NA;226;265;80.50;87.78;NA;NA;28.34;0.61;671;11.30;21.90;53.55;0.34;1.87;3.92;44.27
3;34;BRISONr_172;2020;KAD;HN_WF;B2;298;NA;223;264;96.00;77.62;NA;NA;21.98;0.57;800;11.80;40.90;41.50;0.36;1.87;3.92;44.27
3;35;BRISONr_222;2020;KAD;HN_WF;B2;298;NA;220;266;73.50;98.43;NA;NA;22.41;0.65;613;12.70;44.30;54.50;0.38;1.74;3.16;42.88
3;36;BRISONr_204;2020;KAD;HN_WF;B2;298;NA;217;267;75.50;101.14;NA;NA;23.45;0.64;629;11.80;52.30;44.05;0.38;1.74;3.16;42.88
3;37;BRISONr_155;2020;KAD;HN_WF;B2;298;NA;224;264;80.50;88.27;NA;NA;21.65;0.56;671;13.00;43.90;45.75;0.39;1.96;3.84;44.07
3;38;BRISONr_48;2020;KAD;HN_WF;B2;298;NA;222;263;77.00;101.62;NA;NA;20.52;0.61;642;12.20;49.60;46.25;0.40;1.96;4.35;45.36
3;39;BRISONr_5;2020;KAD;HN_WF;B2;298;NA;224;264;75.00;100.32;NA;NA;23.38;0.62;625;12.40;50.00;50.15;0.35;1.96;3.84;44.07
3;40;BRISONr_203;2020;KAD;HN_WF;B2;298;NA;223;264;76.50;84.92;NA;NA;23.78;0.61;638;10.80;32.10;50.35;0.37;1.96;4.35;45.36
3;41;BRISONr_224;2020;KAD;HN_WF;B2;298;NA;223;264;72.00;101.89;NA;NA;26.4;0.61;600;12.40;40.20;48.75;0.37;1.96;4.35;45.36
3;42;BRISONr_169;2020;KAD;HN_WF;B2;298;NA;219;265;85.00;100.59;NA;NA;24.17;0.61;708;13.00;38.60;48.45;0.36;2.28;3.07;44.92
4;22;BRISONr_33;2020;KAD;HN_WF;B2;298;NA;221;264;65.50;92.22;NA;NA;22.32;0.69;546;12.60;57.00;52.80;0.35;1.76;4.49;46.28
4;23;BRISONr_124;2020;KAD;HN_WF;B2;298;NA;223;265;76.00;88.05;NA;NA;20.4;0.65;633;11.60;34.00;44.50;0.39;2.10;3.56;41.90
4;24;BRISONr_173;2020;KAD;HN_WF;B2;298;NA;220;264;74.00;61.03;NA;NA;23.55;0.51;617;13.80;50.90;50.30;0.39;2.03;3.54;44.34
4;25;BRISONr_86;2020;KAD;HN_WF;B2;298;NA;222;263;76.50;92.43;NA;NA;25.95;0.66;638;12.10;35.50;48.95;0.35;2.03;3.54;44.34
4;26;BRISONr_201;2020;KAD;HN_WF;B2;298;NA;215;264;59.00;77.89;NA;NA;21.9;0.64;492;11.60;31.20;44.90;0.39;2.03;3.54;44.34
4;27;BRISONr_106;2020;KAD;HN_WF;B2;298;NA;226;265;76.50;91.46;NA;NA;20.51;0.66;638;13.10;63.50;45.00;0.41;1.80;4.18;46.10
