Row;Column;BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;HI;Spike_number;Crude_protein;Sedimentation;SPAD;Straw_N;Flag_Leaf_Weight;Flag_Leaf_N;Flag_Leaf_C
4;28;BRISONr_165;2020;KAD;HN_WF;B2;298;NA;220;265;88.50;91.68;NA;NA;20.54;0.60;738;12.80;53.90;42.05;0.41;1.80;4.18;46.10
4;29;BRISONr_75;2020;KAD;HN_WF;B2;298;NA;223;260;84.00;89.89;NA;NA;24.62;0.61;700;13.20;56.10;53.20;0.31;2.06;3.47;45.07
4;30;BRISONr_103;2020;KAD;HN_WF;B2;298;NA;221;267;87.00;92.11;NA;NA;20.47;0.61;725;13.80;57.60;49.40;0.38;2.06;3.47;45.07
4;31;BRISONr_118;2020;KAD;HN_WF;B2;298;NA;217;265;76.50;93.03;NA;NA;25.34;0.64;638;12.60;40.60;52.05;0.33;2.05;4.00;43.90
4;32;BRISONr_174;2020;KAD;HN_WF;B2;298;NA;219;264;99.50;70.97;NA;NA;25.39;0.50;829;12.20;35.40;47.05;0.38;2.05;4.00;43.90
4;33;BRISONr_36;2020;KAD;HN_WF;B2;298;NA;223;267;79.00;88.43;NA;NA;24.23;0.62;658;12.20;38.60;49.20;0.38;2.11;3.97;44.99
4;34;BRISONr_78;2020;KAD;HN_WF;B2;298;NA;224;264;77.50;94.00;NA;NA;20.59;0.60;646;12.50;56.40;60.40;0.40;2.11;3.97;44.99
4;35;BRISONr_77;2020;KAD;HN_WF;B2;298;NA;224;264;85.50;90.00;NA;NA;24.9;0.60;713;13.00;48.00;50.65;0.35;2.11;3.97;44.99
4;36;BRISONr_175;2020;KAD;HN_WF;B2;298;NA;223;265;93.50;71.19;NA;NA;27.45;0.47;779;13.00;50.40;48.20;0.42;2.11;3.97;44.99
4;37;BRISONr_17;2020;KAD;HN_WF;B2;298;NA;224;265;76.50;96.43;NA;NA;26.03;0.61;638;10.70;23.10;48.15;0.34;2.11;3.97;44.99
4;38;BRISONr_178;2020;KAD;HN_WF;B2;298;NA;224;265;68.50;98.43;NA;NA;26.23;0.65;571;11.60;35.80;46.50;0.35;2.11;3.97;44.99
4;39;BRISONr_74;2020;KAD;HN_WF;B2;298;NA;224;263;79.50;102.49;NA;NA;27.05;0.60;663;12.20;30.10;51.95;0.36;2.14;5.70;64.54
4;40;BRISONr_64;2020;KAD;HN_WF;B2;298;NA;217;266;82.50;96.05;NA;NA;22.75;0.57;688;12.40;48.60;52.80;0.37;2.14;5.70;64.54
4;41;BRISONr_179;2020;KAD;HN_WF;B2;298;NA;226;265;72.00;96.81;NA;NA;23.47;0.65;600;11.90;38.90;45.55;0.35;2.12;4.25;46.07
4;42;BRISONr_180;2020;KAD;HN_WF;B2;298;NA;224;265;70.00;94.54;NA;NA;23.69;0.58;583;11.70;32.40;57.45;0.38;2.12;4.25;46.07
5;22;BRISONr_18;2020;KAD;HN_WF;B2;298;NA;225;264;71.50;78.54;NA;NA;23.49;0.64;596;12.40;36.70;46.80;0.38;1.89;4.01;45.25
5;23;BRISONr_135;2020;KAD;HN_WF;B2;298;NA;221;267;68.00;78.65;NA;NA;24.08;0.61;567;12.00;34.30;54.05;0.41;1.89;4.01;45.25
5;24;BRISONr_41;2020;KAD;HN_WF;B2;298;NA;223;266;65.50;83.51;NA;NA;21.25;0.67;546;12.80;44.20;47.65;0.40;1.74;3.41;45.20
5;25;BRISONr_16;2020;KAD;HN_WF;B2;298;NA;225;266;70.00;85.73;NA;NA;25.06;0.64;583;12.10;48.10;45.80;0.36;1.74;3.41;45.20
5;26;BRISONr_29;2020;KAD;HN_WF;B2;298;NA;221;266;65.00;92.32;NA;NA;22.72;0.66;542;12.40;38.10;48.15;0.39;1.91;3.89;45.18
5;27;BRISONr_2;2020;KAD;HN_WF;B2;298;NA;217;266;63.50;107.89;NA;NA;20.88;0.70;529;12.80;63.10;51.45;0.33;1.91;4.36;45.00
5;28;BRISONr_14;2020;KAD;HN_WF;B2;298;NA;228;266;69.50;98.16;NA;NA;24.1;0.62;579;11.80;41.10;52.00;0.39;1.91;3.89;45.18
5;29;BRISONr_79;2020;KAD;HN_WF;B2;298;NA;219;266;80.50;98.54;NA;NA;24.36;0.59;671;14.70;60.80;50.15;0.37;1.91;4.36;45.00
5;30;BRISONr_15;2020;KAD;HN_WF;B2;298;NA;221;259;71.50;86.97;NA;NA;22.66;0.60;596;12.20;51.50;47.30;0.34;1.91;4.36;45.00
5;31;BRISONr_4;2020;KAD;HN_WF;B2;298;NA;226;266;70.50;93.57;NA;NA;28.19;0.67;588;11.80;27.10;56.30;0.39;1.72;3.91;43.87
5;32;BRISONr_98;2020;KAD;HN_WF;B2;298;NA;214;265;78.00;82.65;NA;NA;25.14;0.57;650;11.90;37.00;46.30;0.38;1.72;3.91;43.87
5;33;BRISONr_47;2020;KAD;HN_WF;B2;298;NA;226;270;74.50;92.32;NA;NA;25.83;0.63;621;12.70;50.20;55.65;0.44;1.92;4.15;43.91
5;34;BRISONr_55;2020;KAD;HN_WF;B2;298;NA;223;266;74.00;90.92;NA;NA;24.75;0.59;617;12.20;58.90;51.25;0.36;1.92;4.15;43.91
5;35;BRISONr_25;2020;KAD;HN_WF;B2;298;NA;228;265;78.50;87.24;NA;NA;22.44;0.59;654;11.90;44.20;50.15;0.40;1.78;2.35;42.13
5;36;BRISONr_101;2020;KAD;HN_WF;B2;298;NA;223;265;76.00;88.05;NA;NA;21.67;0.61;633;13.80;52.50;48.20;0.39;1.78;3.58;44.16
5;37;BRISONr_170;2020;KAD;HN_WF;B2;298;NA;226;266;71.50;66.00;NA;NA;24.3;0.58;596;11.60;25.70;44.25;0.34;1.78;2.35;42.13
5;38;BRISONr_67;2020;KAD;HN_WF;B2;298;NA;224;266;76.00;105.24;NA;NA;23.74;0.61;633;12.90;45.50;50.20;0.39;1.78;3.58;44.16
5;39;BRISONr_150;2020;KAD;HN_WF;B2;298;NA;226;265;84.00;86.81;NA;NA;24.79;0.56;700;12.00;33.30;53.55;0.40;1.78;3.58;44.16
5;40;BRISONr_141;2020;KAD;HN_WF;B2;298;NA;226;265;94.00;92.86;NA;NA;23.17;0.61;783;12.50;57.90;53.85;0.34;1.96;2.83;43.82
5;41;BRISONr_131;2020;KAD;HN_WF;B2;298;NA;218;260;83.00;82.86;NA;NA;23.4;0.58;692;12.60;56.40;51.55;0.38;1.92;3.07;44.92
5;42;BRISONr_38;2020;KAD;HN_WF;B2;298;NA;224;271;72.00;103.51;NA;NA;25.91;0.62;600;11.60;27.40;51.75;0.37;1.92;3.80;45.06
6;22;BRISONr_142;2020;KAD;HN_WF;B2;298;NA;215;265;77.50;82.38;NA;NA;26;0.64;646;13.30;59.90;45.05;0.36;1.91;3.39;43.05
6;23;BRISONr_45;2020;KAD;HN_WF;B2;298;NA;221;267;75.50;92.86;NA;NA;21.2;0.62;629;13.10;46.70;46.90;0.35;1.92;3.07;44.92
6;24;BRISONr_129;2020;KAD;HN_WF;B2;298;NA;222;267;70.00;88.27;NA;NA;22.52;0.65;583;11.90;44.00;47.25;0.34;1.92;3.80;45.06
6;25;BRISONr_160;2020;KAD;HN_WF;B2;298;NA;223;265;68.00;88.22;NA;NA;22.62;0.63;567;13.70;53.00;51.25;0.36;1.91;3.39;43.05
6;26;BRISONr_90;2020;KAD;HN_WF;B2;298;NA;223;266;72.50;90.97;NA;NA;25;0.64;604;13.10;53.80;48.25;0.40;1.92;3.07;44.92
6;27;BRISONr_31;2020;KAD;HN_WF;B2;298;NA;225;266;76.00;103.51;NA;NA;26.02;0.64;633;12.30;41.00;53.15;0.36;1.92;3.80;45.06
6;28;BRISONr_187;2020;KAD;HN_WF;B2;298;NA;215;266;70.50;66.86;NA;NA;21.96;0.55;588;13.30;55.90;52.90;0.37;1.91;3.39;43.05
6;29;BRISONr_39;2020;KAD;HN_WF;B2;298;NA;216;265;70.50;91.24;NA;NA;23.27;0.63;588;12.70;62.90;46.55;0.35;2.03;3.98;46.31
6;30;BRISONr_6;2020;KAD;HN_WF;B2;298;NA;224;270;42.50;93.51;NA;NA;24.58;0.61;354;11.90;31.80;47.40;0.38;1.73;4.43;46.64
6;31;BRISONr_91;2020;KAD;HN_WF;B2;298;NA;220;267;76.50;92.43;NA;NA;22;0.59;638;12.40;39.00;53.50;0.37;1.73;4.43;46.64
6;32;BRISONr_71;2020;KAD;HN_WF;B2;298;NA;217;269;75.00;94.54;NA;NA;23.18;0.62;625;11.70;43.30;49.70;0.43;2.14;3.62;44.79
6;33;BRISONr_166;2020;KAD;HN_WF;B2;298;NA;224;267;93.50;90.38;NA;NA;22.76;0.57;779;12.20;58.60;47.00;0.35;2.14;3.62;44.79
6;34;BRISONr_52;2020;KAD;HN_WF;B2;298;NA;223;268;75.00;101.08;NA;NA;22.28;0.63;625;14.70;73.10;48.20;0.37;1.73;3.66;45.95
6;35;BRISONr_89;2020;KAD;HN_WF;B2;298;NA;228;267;83.00;95.14;NA;NA;23.81;0.62;692;11.50;28.30;48.75;0.39;2.14;3.62;44.79
6;36;BRISONr_130;2020;KAD;HN_WF;B2;298;NA;222;266;83.50;85.84;NA;NA;26.37;0.57;696;11.80;53.60;46.55;0.38;2.14;3.62;44.79
6;37;BRISONr_154;2020;KAD;HN_WF;B2;298;NA;228;266;79.00;87.08;NA;NA;23.62;0.60;658;14.30;54.30;55.25;0.40;1.73;3.66;45.95
6;38;BRISONr_158;2020;KAD;HN_WF;B2;298;NA;226;267;93.50;77.84;NA;NA;20.63;0.52;779;12.20;40.40;43.40;0.36;2.14;3.62;44.79
6;39;BRISONr_127;2020;KAD;HN_WF;B2;298;NA;224;266;90.50;89.41;NA;NA;24.29;0.56;754;11.50;33.30;49.60;0.40;2.14;3.62;44.79
6;40;BRISONr_153;2020;KAD;HN_WF;B2;298;NA;224;267;92.50;89.57;NA;NA;23.48;0.57;771;12.50;42.30;47.40;0.38;1.87;4.28;44.76
6;41;BRISONr_152;2020;KAD;HN_WF;B2;298;NA;221;266;87.00;89.24;NA;NA;27.26;0.55;725;12.90;47.00;48.10;0.42;1.87;3.90;43.96
6;42;BRISONr_192;2020;KAD;HN_WF;B2;298;NA;226;268;74.50;80.49;NA;NA;23.88;0.52;621;12.10;40.50;47.25;0.40;1.87;3.90;43.96
7;22;BRISONr_209;2020;KAD;HN_WF;B2;298;NA;227;264;76.50;69.41;NA;NA;23.6;0.58;638;11.90;44.10;45.45;0.42;1.87;3.90;43.96
7;23;BRISONr_96;2020;KAD;HN_WF;B2;298;NA;226;265;79.50;93.14;NA;NA;22.66;0.62;663;11.20;32.40;47.15;0.37;1.87;3.90;43.96
7;24;BRISONr_184;2020;KAD;HN_WF;B2;298;NA;225;264;59.50;58.97;NA;NA;22.47;0.60;496;12.00;32.00;43.25;0.39;1.87;3.90;43.96
7;25;BRISONr_7;2020;KAD;HN_WF;B2;298;NA;223;263;65.50;90.70;NA;NA;22.6;0.65;546;11.30;21.90;45.75;0.40;1.87;3.90;43.96
7;26;BRISONr_49;2020;KAD;HN_WF;B2;298;NA;225;266;71.50;82.86;NA;NA;28.34;0.60;596;11.80;40.90;47.90;0.37;1.91;4.66;45.51
7;27;BRISONr_151;2020;KAD;HN_WF;B2;298;NA;224;266;76.00;86.76;NA;NA;21.98;0.63;633;12.70;44.30;56.40;0.36;1.91;4.66;45.51
7;28;BRISONr_81;2020;KAD;HN_WF;B2;298;NA;220;264;73.50;91.89;NA;NA;22.41;0.62;613;11.80;52.30;51.25;0.38;1.91;4.66;45.51
7;29;BRISONr_19;2020;KAD;HN_WF;B2;298;NA;220;266;74.00;90.22;NA;NA;23.45;0.61;617;13.00;43.90;53.20;0.34;1.91;4.66;45.51
7;30;BRISONr_156;2020;KAD;HN_WF;B2;298;NA;226;266;89.50;73.78;NA;NA;21.65;0.51;746;12.20;49.60;47.35;0.35;1.91;4.66;45.51
7;31;BRISONr_223;2020;KAD;HN_WF;B2;298;NA;211;263;78.00;108.76;NA;NA;20.52;0.63;650;12.40;50.00;58.45;0.35;1.91;4.66;45.51
7;32;BRISONr_65;2020;KAD;HN_WF;B2;298;NA;213;265;73.00;100.92;NA;NA;23.38;0.62;608;10.80;32.10;51.70;0.35;1.76;2.80;44.06
7;33;BRISONr_138;2020;KAD;HN_WF;B2;298;NA;225;266;78.00;90.76;NA;NA;23.78;0.57;650;12.40;40.20;50.15;0.35;1.76;2.80;44.06
7;34;BRISONr_159;2020;KAD;HN_WF;B2;298;NA;227;265;87.50;89.41;NA;NA;26.4;0.56;729;13.00;38.60;50.50;0.37;1.76;2.80;44.06
7;35;BRISONr_61;2020;KAD;HN_WF;B2;298;NA;223;270;80.50;103.51;NA;NA;24.17;0.62;671;12.60;57.00;50.20;0.39;1.76;2.80;44.06
7;36;BRISONr_140;2020;KAD;HN_WF;B2;298;NA;216;267;87.50;87.62;NA;NA;22.32;0.54;729;11.60;34.00;46.80;0.39;1.76;2.80;44.06
7;37;BRISONr_66;2020;KAD;HN_WF;B2;298;NA;225;267;71.50;106.49;NA;NA;20.4;0.64;596;13.80;50.90;54.95;0.39;1.76;2.80;44.06
7;38;BRISONr_9;2020;KAD;HN_WF;B2;298;NA;227;269;68.00;96.92;NA;NA;23.55;0.60;567;12.10;35.50;45.75;0.40;1.83;2.94;42.06
7;39;BRISONr_195;2020;KAD;HN_WF;B2;298;NA;223;266;75.00;94.05;NA;NA;25.95;0.59;625;11.60;31.20;48.90;0.41;2.18;3.97;45.70
7;40;BRISONr_185;2020;KAD;HN_WF;B2;298;NA;226;263;73.50;98.49;NA;NA;21.9;0.63;613;13.10;63.50;43.95;0.33;2.18;3.94;45.44
7;41;BRISONr_210;2020;KAD;HN_WF;B2;298;NA;224;266;69.50;73.35;NA;NA;20.51;0.64;579;12.80;53.90;53.45;0.42;2.18;3.97;45.70
7;42;BRISONr_109;2020;KAD;HN_WF;B2;298;NA;226;266;81.00;97.62;NA;NA;20.54;0.58;675;13.20;56.10;52.60;0.38;2.18;3.94;45.44
8;23;BRISONr_194;2020;KAD;HN_WF;B2;298;NA;225;266;62.00;90.43;NA;NA;20.47;0.59;517;12.60;40.60;52.35;0.35;2.18;3.94;45.44
8;24;BRISONr_143;2020;KAD;HN_WF;B2;298;NA;224;265;76.50;84.81;NA;NA;25.34;0.57;638;12.20;35.40;47.45;0.34;1.93;3.94;44.78
8;25;BRISONr_157;2020;KAD;HN_WF;B2;298;NA;224;266;84.00;97.30;NA;NA;25.39;0.66;700;12.20;38.60;46.40;0.37;1.93;3.94;44.78
8;26;BRISONr_226;2020;KAD;HN_WF;B2;298;NA;221;265;74.00;94.97;NA;NA;24.23;0.64;617;12.50;56.40;47.15;0.39;1.93;3.94;44.78
8;27;BRISONr_105;2020;KAD;HN_WF;B2;298;NA;221;264;70.50;97.24;NA;NA;20.59;0.62;588;13.00;48.00;45.85;0.39;1.93;3.94;44.78
8;28;BRISONr_111;2020;KAD;HN_WF;B2;298;NA;221;265;76.50;95.57;NA;NA;24.9;0.60;638;13.00;50.40;52.15;0.36;1.93;3.94;44.78
8;29;BRISONr_120;2020;KAD;HN_WF;B2;298;NA;219;266;78.50;91.35;NA;NA;27.45;0.55;654;10.70;23.10;49.50;0.40;1.93;3.94;44.78
8;30;BRISONr_110;2020;KAD;HN_WF;B2;298;NA;215;267;86.50;98.86;NA;NA;26.03;0.61;721;11.60;35.80;52.05;0.44;1.95;3.58;43.78
8;31;BRISONr_46;2020;KAD;HN_WF;B2;298;NA;224;267;77.00;99.30;NA;NA;26.23;0.60;642;12.20;30.10;51.90;0.38;1.95;3.58;43.78
8;32;BRISONr_99;2020;KAD;HN_WF;B2;298;NA;225;266;89.50;92.54;NA;NA;27.05;0.60;746;12.40;48.60;51.90;0.39;1.81;4.02;46.72
8;33;BRISONr_69;2020;KAD;HN_WF;B2;298;NA;219;270;75.50;72.54;NA;NA;22.75;0.57;629;11.90;38.90;56.00;0.37;1.81;4.02;46.72
8;34;BRISONr_206;2020;KAD;HN_WF;B2;298;NA;226;268;83.00;104.16;NA;NA;23.47;0.62;692;11.70;32.40;52.85;0.40;1.71;4.10;45.73
8;35;BRISONr_62;2020;KAD;HN_WF;B2;298;NA;224;269;79.50;88.54;NA;NA;23.69;0.62;663;12.40;36.70;52.95;0.37;1.71;4.10;45.73
8;36;BRISONr_134;2020;KAD;HN_WF;B2;298;NA;226;267;73.50;99.03;NA;NA;23.49;0.60;613;12.00;34.30;54.85;0.40;1.71;4.10;45.73
8;37;BRISONr_221;2020;KAD;HN_WF;B2;298;NA;221;267;81.00;102.86;NA;NA;24.08;0.60;675;12.80;44.20;53.20;0.42;1.71;4.10;45.73
8;38;BRISONr_108;2020;KAD;HN_WF;B2;298;NA;223;265;79.50;94.70;NA;NA;21.25;0.57;663;12.10;48.10;50.75;0.39;1.71;4.10;45.73
8;39;BRISONr_163;2020;KAD;HN_WF;B2;298;NA;218;265;81.50;101.84;NA;NA;25.06;0.59;679;12.40;38.10;50.30;0.38;1.71;4.10;45.73
8;40;BRISONr_53;2020;KAD;HN_WF;B2;298;NA;224;265;80.50;115.24;NA;NA;22.72;0.64;671;12.80;63.10;55.60;0.39;2.12;3.16;42.99
8;41;BRISONr_11;2020;KAD;HN_WF;B2;298;NA;219;267;82.50;98.92;NA;NA;20.88;0.56;688;11.80;41.10;49.80;0.40;2.12;3.16;42.99
8;42;BRISONr_139;2020;KAD;HN_WF;B2;298;NA;226;268;91.50;109.30;NA;NA;24.1;0.62;763;14.70;60.80;53.15;0.43;2.17;3.76;43.99
9;24;BRISONr_193;2020;KAD;HN_WF;B2;298;NA;224;265;70.50;94.81;NA;NA;28.19;0.63;588;11.90;37.00;46.65;0.38;2.17;3.76;43.99
9;25;BRISONr_1;2020;KAD;HN_WF;B2;298;NA;214;266;70.00;93.30;NA;NA;25.14;0.61;583;12.70;50.20;44.70;0.35;2.21;4.08;45.67
9;26;BRISONr_73;2020;KAD;HN_WF;B2;298;NA;224;264;75.50;101.03;NA;NA;25.83;0.65;629;12.20;58.90;44.00;0.34;2.21;4.08;45.67
9;27;BRISONr_34;2020;KAD;HN_WF;B2;298;NA;225;257;77.50;97.95;NA;NA;24.75;0.64;646;11.90;44.20;50.25;0.37;1.72;3.66;44.32
9;28;BRISONr_8;2020;KAD;HN_WF;B2;298;NA;224;265;72.50;92.05;NA;NA;22.44;0.61;604;13.80;52.50;55.45;0.38;1.72;3.66;44.32
9;29;BRISONr_60;2020;KAD;HN_WF;B2;298;NA;226;266;82.00;96.59;NA;NA;21.67;0.62;683;11.60;25.70;58.50;0.40;2.14;3.06;46.18
9;30;BRISONr_72;2020;KAD;HN_WF;B2;298;NA;211;270;80.50;83.89;NA;NA;24.3;0.59;671;12.90;45.50;51.90;0.36;1.87;2.93;46.41
9;31;BRISONr_83;2020;KAD;HN_WF;B2;298;NA;217;267;81.00;96.49;NA;NA;23.74;0.62;675;12.00;33.30;49.40;0.39;1.99;3.87;44.89
9;32;BRISONr_189;2020;KAD;HN_WF;B2;298;NA;216;266;70.50;93.62;NA;NA;24.79;0.62;588;12.50;57.90;48.95;0.43;1.99;3.87;44.89
9;33;BRISONr_84;2020;KAD;HN_WF;B2;298;NA;221;265;74.00;97.03;NA;NA;23.17;0.62;617;12.60;56.40;52.00;0.36;1.85;3.94;44.39
9;34;BRISONr_122;2020;KAD;HN_WF;B2;298;NA;226;266;78.00;90.49;NA;NA;23.4;0.57;650;11.60;27.40;54.65;0.40;1.98;4.36;45.53
9;35;BRISONr_208;2020;KAD;HN_WF;B2;298;NA;227;267;87.00;94.43;NA;NA;25.91;0.66;725;13.30;59.90;51.45;0.33;1.98;4.36;45.53
9;36;BRISONr_136;2020;KAD;HN_WF;B2;298;NA;222;270;83.00;87.08;NA;NA;26;0.57;692;13.10;46.70;48.35;0.36;1.91;3.95;43.60
9;37;BRISONr_177;2020;KAD;HN_WF;B2;298;NA;216;265;73.50;64.92;NA;NA;21.2;0.61;613;11.90;44.00;56.95;0.40;1.91;3.95;43.60
9;38;BRISONr_114;2020;KAD;HN_WF;B2;298;NA;224;269;85.50;100.49;NA;NA;22.52;0.63;713;13.70;53.00;46.60;0.38;1.91;3.95;43.60
9;39;BRISONr_198;2020;KAD;HN_WF;B2;298;NA;227;267;82.00;97.14;NA;NA;22.62;0.58;683;13.10;53.80;49.30;0.39;1.84;3.92;43.52
9;40;BRISONr_43;2020;KAD;HN_WF;B2;298;NA;224;267;77.00;96.11;NA;NA;25;0.63;642;12.30;41.00;53.85;0.43;1.84;3.92;43.52
9;41;BRISONr_200;2020;KAD;HN_WF;B2;298;NA;226;268;81.50;103.35;NA;NA;26.02;0.62;679;13.30;55.90;51.85;0.38;1.78;3.24;46.09
9;42;BRISONr_113;2020;KAD;HN_WF;B2;298;NA;225;270;74.50;105.41;NA;NA;21.96;0.62;621;12.70;62.90;53.75;0.39;2.11;3.83;43.90
10;25;BRISONr_146;2020;KAD;HN_WF;B2;298;NA;225;267;82.50;87.95;NA;NA;23.18;0.60;688;12.20;58.60;51.20;0.41;1.78;3.24;46.09
10;26;BRISONr_115;2020;KAD;HN_WF;B2;298;NA;225;266;75.50;95.46;NA;NA;22.76;0.64;629;14.70;73.10;51.05;0.40;2.11;3.83;43.90
10;27;BRISONr_57;2020;KAD;HN_WF;B2;298;NA;225;266;78.00;98.49;NA;NA;22.28;0.59;650;11.50;28.30;52.85;0.39;2.11;3.83;43.90
10;28;BRISONr_125;2020;KAD;HN_WF;B2;298;NA;226;269;73.00;69.24;NA;NA;23.81;0.57;608;11.80;53.60;50.65;0.33;1.99;2.89;44.52
10;29;BRISONr_94;2020;KAD;HN_WF;B2;298;NA;224;266;81.00;99.24;NA;NA;26.37;0.58;675;14.30;54.30;50.60;0.36;2.14;3.52;43.51
10;30;BRISONr_196;2020;KAD;HN_WF;B2;298;NA;228;266;78.50;89.35;NA;NA;23.62;0.56;654;12.20;40.40;45.60;0.39;2.14;3.52;43.51
10;31;BRISONr_148;2020;KAD;HN_WF;B2;298;NA;224;266;88.00;97.62;NA;NA;20.63;0.58;733;11.50;33.30;45.35;0.38;1.81;3.48;43.78
10;32;BRISONr_133;2020;KAD;HN_WF;B2;298;NA;221;267;86.50;96.00;NA;NA;24.29;0.60;721;12.50;42.30;37.70;0.35;1.72;3.28;44.72
10;33;BRISONr_147;2020;KAD;HN_WF;B2;298;NA;221;268;91.50;97.08;NA;NA;23.48;0.57;763;12.90;47.00;51.50;0.34;1.72;3.28;44.72
10;34;BRISONr_63;2020;KAD;HN_WF;B2;298;NA;224;265;82.00;94.49;NA;NA;27.26;0.60;683;12.10;40.50;48.15;0.38;1.72;3.28;44.72
10;35;BRISONr_144;2020;KAD;HN_WF;B2;298;NA;228;267;53.00;94.11;NA;NA;23.88;0.59;442;11.90;44.10;45.00;0.36;2.01;3.76;45.08
10;36;BRISONr_181;2020;KAD;HN_WF;B2;298;NA;228;266;71.00;77.68;NA;NA;23.6;0.55;592;11.20;32.40;46.05;0.38;2.01;3.76;45.08
10;37;BRISONr_27;2020;KAD;HN_WF;B2;298;NA;227;266;71.50;99.84;NA;NA;22.66;0.64;596;12.00;32.00;48.15;0.34;2.01;3.76;45.08
10;38;BRISONr_199;2020;KAD;HN_WF;B2;298;NA;227;267;74.50;79.57;NA;NA;22.47;0.51;621;11.30;21.90;51.75;0.40;1.89;3.58;42.65
10;39;BRISONr_12;2020;KAD;HN_WF;B2;298;NA;219;267;67.50;100.43;NA;NA;22.6;0.61;563;11.80;40.90;51.95;0.37;1.89;3.58;42.65
10;40;BRISONr_167;2020;KAD;HN_WF;B2;298;NA;226;268;94.00;64.38;NA;NA;28.34;0.53;783;12.70;44.30;49.70;0.33;2.02;3.65;45.10
10;41;BRISONr_10;2020;KAD;HN_WF;B2;298;NA;225;266;80.00;107.30;NA;NA;21.98;0.61;667;11.80;52.30;48.85;0.40;2.02;3.65;45.10
10;42;BRISONr_205;2020;KAD;HN_WF;B2;298;NA;225;263;71.00;106.97;NA;NA;22.41;0.62;592;13.00;43.90;43.10;0.43;1.74;3.76;43.88
11;26;BRISONr_22;2020;KAD;HN_WF;B2;298;NA;221;264;68.50;91.84;NA;NA;23.78;0.62;571;13.00;38.60;54.90;0.36;1.74;3.76;43.88
11;27;BRISONr_161;2020;KAD;HN_WF;B2;298;NA;225;265;77.50;102.76;NA;NA;26.4;0.61;646;12.60;57.00;45.80;0.38;1.91;3.81;44.16
11;28;BRISONr_123;2020;KAD;HN_WF;B2;298;NA;227;266;76.50;93.95;NA;NA;24.17;0.58;638;11.60;34.00;52.20;0.33;1.91;3.81;44.16
11;29;BRISONr_59;2020;KAD;HN_WF;B2;298;NA;225;267;78.50;93.89;NA;NA;22.32;0.56;654;13.80;50.90;49.95;0.38;1.85;4.00;44.23
11;30;BRISONr_137;2020;KAD;HN_WF;B2;298;NA;221;266;79.00;97.41;NA;NA;20.4;0.62;658;12.10;35.50;45.40;0.44;1.85;4.00;44.23
11;31;BRISONr_188;2020;KAD;HN_WF;B2;298;NA;221;266;81.50;98.76;NA;NA;23.55;0.57;679;11.60;31.20;46.95;0.40;1.93;3.42;46.06
11;32;BRISONr_40;2020;KAD;HN_WF;B2;298;NA;224;267;78.00;107.19;NA;NA;25.95;0.62;650;13.10;63.50;48.25;0.37;2.03;4.18;44.19
11;33;BRISONr_112;2020;KAD;HN_WF;B2;298;NA;228;266;81.00;99.24;NA;NA;21.9;0.58;675;12.80;53.90;50.25;0.36;2.18;4.06;45.70
11;34;BRISONr_85;2020;KAD;HN_WF;B2;298;NA;221;267;77.00;99.14;NA;NA;20.51;0.61;642;13.20;56.10;54.75;0.37;2.03;4.18;44.19
11;35;BRISONr_121;2020;KAD;HN_WF;B2;298;NA;214;269;82.50;109.41;NA;NA;20.54;0.62;688;13.80;57.60;51.25;0.41;2.18;4.06;45.70
11;36;BRISONr_183;2020;KAD;HN_WF;B2;298;NA;229;266;72.50;98.70;NA;NA;24.62;0.57;604;12.60;40.60;52.30;0.45;2.20;3.98;44.47
11;37;BRISONr_28;2020;KAD;HN_WF;B2;298;NA;224;267;75.00;102.32;NA;NA;20.47;0.63;625;12.10;35.50;52.65;0.36;2.20;3.98;44.47
11;38;BRISONr_213;2020;KAD;HN_WF;B2;298;NA;226;267;88.50;91.78;NA;NA;25.34;0.59;738;11.60;31.20;47.35;0.35;2.10;3.64;42.94
11;39;BRISONr_42;2020;KAD;HN_WF;B2;298;NA;226;267;71.00;89.84;NA;NA;25.39;0.53;592;13.10;63.50;51.90;0.32;1.77;4.03;44.45
11;40;BRISONr_145;2020;KAD;HN_WF;B2;298;NA;225;268;78.00;84.11;NA;NA;24.23;0.58;650;12.80;53.90;51.95;0.44;1.77;4.03;44.45
11;41;BRISONr_168;2020;KAD;HN_WF;B2;298;NA;226;267;93.00;102.32;NA;NA;20.59;0.63;775;13.20;56.10;51.35;0.36;1.77;4.03;44.45
11;42;BRISONr_20;2020;KAD;HN_WF;B2;298;NA;226;267;67.00;91.78;NA;NA;24.9;0.59;558;13.80;57.60;52.85;0.35;1.77;4.03;44.45
12;22;BRISONr_171;2020;KAD;LLN_WF;B2;298;NA;219;265;98.50;56.86;NA;NA;22.48;0.54;821;10.20;15.60;48.30;0.40;1.77;4.03;44.45
12;23;BRISONr_19;2020;KAD;LLN_WF;B2;298;NA;222;265;70.00;82.43;NA;NA;22.48;0.58;583;10.00;17.20;47.50;0.39;1.77;4.03;44.45
12;24;BRISONr_47;2020;KAD;LLN_WF;B2;298;NA;222;269;68.50;72.22;NA;NA;21.81;0.60;571;9.40;10.50;51.05;0.42;2.06;4.12;44.98
