Date;Location;Temperature.Air.Mean_C;Precipitation_mm_d;Relative.Air.Humidity_percent;Global.Radiation_MJ_m2_d;Wind.Speed_m_s;Temperature.Air.Min_C;Temperature.Air.Max_C
2014-06-24;KAL;16,0;2,3;71,6;19,11;2,0;8,8;22,7
2014-06-25;KAL;14,6;1,5;64,9;19,68;3,2;8,7;19,6
2014-06-26;KAL;15,7;1,5;58,9;24,45;1,5;7,4;23,6
2014-06-27;KAL;17,2;0,4;65,7;13,77;2,1;10,4;25,3
2014-06-28;KAL;15,2;13,9;88,7;9,22;1,6;12,4;20,3
2014-06-29;KAL;14,4;6,4;87,6;13,09;2,4;12,1;19,5
2014-06-30;KAL;14,5;0,0;75,2;19,12;3,1;9,3;19,9
2014-07-01;KAL;14,8;5,7;63,3;27,85;2,2;7,4;21,0
2014-07-02;KAL;15,7;5,7;62,7;27,99;2,0;7,4;22,6
2014-07-03;KAL;19,6;5,7;55,4;28,96;1,9;9,1;28,6
2014-07-04;KAL;21,8;0,1;55,8;21,57;2,0;12,0;30,0
2014-07-05;KAL;20,0;0,4;76,1;9,38;3,0;17,2;22,8
2014-07-06;KAL;22,0;6,2;69,9;20,73;3,6;15,5;28,9
2014-07-07;KAL;18,2;9,2;61,3;23,69;2,1;12,9;23,4
2014-07-08;KAL;14,5;29,7;91,4;6,24;4,1;11,6;17,7
2014-07-09;KAL;13,3;21,9;96,3;6,23;3,6;11,3;15,2
2014-07-10;KAL;18,8;28,2;84,1;16,60;2,2;13,6;25,7
2014-07-11;KAL;18,4;0,2;85,1;10,46;2,4;13,8;23,3
2014-07-12;KAL;17,7;5,9;89,4;8,94;3,1;16,1;20,6
2014-07-13;KAL;18,0;1,6;85,6;11,40;1,9;15,5;22,7
2014-07-14;KAL;17,6;0,0;81,5;15,06;1,9;13,1;22,4
2014-07-15;KAL;18,4;5,7;75,2;16,74;1,9;12,4;23,1
2014-07-16;KAL;21,3;5,7;67,6;23,20;1,4;15,9;27,6
2014-07-17;KAL;22,4;5,7;65,3;26,81;1,4;14,0;29,9
2014-07-18;KAL;25,2;5,7;54,5;27,66;2,7;15,9;32,9
2014-07-19;KAL;26,8;2,0;47,6;25,82;3,2;18,0;33,3
2014-07-20;KAL;23,2;0,0;70,6;14,21;2,4;18,9;30,3
2014-07-21;KAL;19,6;39,7;92,1;6,47;2,5;18,5;21,7
2014-07-22;KAL;22,1;2,9;82,0;19,42;3,3;18,2;27,5
2014-07-23;KAL;22,4;0,1;71,7;21,35;2,0;16,9;29,4
2014-07-24;KAL;19,5;6,3;73,3;20,10;2,0;14,3;27,1
